package,start time,end time,commitNum,jest,jasmine,mocha,karma,test command
react-materialize,1659484332,1659484348,ac5c6f0,1,0,0,0,npm run lint
aralejs.github.io,1659484349,1659484351,94f5520,0,0,0,0,npm run lint
lucky-draw,1659484351,1659484363,5e3fd59,0,0,0,0,npm run lint
node-argon2,1659484363,1659484366,fc7e0c5,0,0,1,0,nyc mocha test/test.js
privacy-redirect,1659484366,1659484378,cd35a73,0,0,0,0,web-ext lint --source-dir ./src/ || true
pinus,1659484379,1659484433,bdff8eb,0,0,1,0,lerna run mochatest
highway,1659484438,1659484444,c35718e,0,0,0,0,lerna run mochatest
3d.city,1659484444,1659484472,bfa46fa,0,0,0,0,lerna run mochatest
lazy-load-xt,1659484472,1659484476,f8a5b7d,0,0,0,0,grunt qunit
moxios,1659484476,1659484478,52e0d9b,0,0,1,1,karma start --single-run
reflexbox,1659484478,1659484480,76c8f1b,0,0,0,0,ava
react-native-credit-card-input,1659484481,1659484484,c731ce1,0,0,0,0,echo \
reverse-shell-generator,1659484484,1659484486,6dda01a,0,0,0,0,echo \
frontend,1659484486,1659484528,742b8edb,0,0,0,0,echo \
FastForward,1659484530,1659484540,4101474,0,0,0,0,echo \
The-cost-of-transpiling-es2015-in-2016,1659484541,1659484545,0e28e6f,0,0,0,0,echo \
cavy,1659484545,1659484550,bd82093,1,0,0,0,jest
jqBootstrapValidation,1659484550,1659484553,96fef5d,0,0,0,0,grunt travis --verbose
polyfill,1659484553,1659484557,716a3f3,0,0,0,0,grunt travis --verbose
wxapp-mall,1659484558,1659484560,dce708f,0,0,0,0,grunt travis --verbose
FullstackReactCode,1659484560,1659484568,380e5c9,0,0,0,0,grunt travis --verbose
pod,1659484569,1659484572,97a546c,0,0,1,0,mocha test/api.js -r jscoverage -R spec --slow 1250 --timeout 5000 && bash test/cli.sh
gatsby-starter-default,1659484572,1659484582,c051b6c,0,0,0,0,echo \
redux-pack,1659484582,1659484584,7818ffd,0,0,0,0,npm run lint
vscode-icons,1659484584,1659484679,13801ac,0,0,0,0,npm run lint
jsx-vue2,1659484680,1659484684,de293a3,0,0,0,0,lerna run test
tinytime,1659484685,1659484687,656cfc0,1,0,0,0,NODE_ENV=test flow && jest
mrm,1659484687,1659484706,4e1d4c8,1,0,0,0,npm run typecheck && npm run format
AnimateMate,1659484707,1659484718,75c3e8a,0,0,0,0,npm run typecheck && npm run format
fasy,1659484718,1659484720,92bcbe5,0,0,0,0,node scripts/node-tests.js
postleaf,1659484720,1659484725,c6a7936,0,0,0,0,node scripts/node-tests.js
dbox,1659484725,1659484729,f04ffa6,0,0,1,0,./node_modules/.bin/mocha -t 120000 test/all.js -R spec
easy-mock-cli,1659484729,1659484731,0d9d567,0,0,0,0,./node_modules/.bin/mocha -t 120000 test/all.js -R spec
kneden,1659484731,1659484735,b6f0668,0,0,1,0,npm run test:lint && npm run test:cov
jit-grunt,1659484736,1659484739,e37e865,0,0,1,0,^0.12.0
http2,1659484739,1659485177,734ad72e39,0,0,0,0,^0.12.0
drone,1659485225,1659485231,044d4be,0,0,0,0,node test.js
jsgif,1659485232,1659485240,8f57a8d,0,0,0,0,node test.js
derivablejs,1659485241,1659485245,f334daa,1,0,0,0,npm run build && jest --coverage && npm run lint
cordova-weinre,1659485245,1659485258,e7433e2,0,0,0,0,npm run build && jest --coverage && npm run lint
ThreeAudio.js,1659485259,1659485262,d3f6b5c,0,0,0,0,npm run build && jest --coverage && npm run lint
thunderbird,1659485262,1659485263,90a05d2,0,0,0,0,npm run build && jest --coverage && npm run lint
async-to-gen,1659485264,1659485266,87def0a,0,0,0,0,DIFF=$(./async-to-gen test/source.js | diff test/expected.js -); if [ -n \
PojoViz,1659485266,1659485272,80ae543,0,0,1,1,DIFF=$(./async-to-gen test/source.js | diff test/expected.js -); if [ -n \
node-apac,1659485273,1659485275,2936e8c,0,0,1,0,mocha lib/*.specs.js
jslider,1659485275,1659485277,696822f,0,0,0,0,mocha lib/*.specs.js
papery,1659485278,1659485279,830a7ef,0,0,1,0,mocha ./test/tests.js -R spec
kanban,1659485280,1659485295,0a2a880,0,0,0,0,mocha ./test/tests.js -R spec
django-mingus,1659485297,1659485314,c609980,0,0,0,0,mocha ./test/tests.js -R spec
RNParallax,1659485317,1659485319,d3afc26,0,0,0,0,echo \
agentkeepalive,1659485319,1659485322,d52822c,0,0,0,0,npm run lint && egg-bin test --full-trace
drizzle-legacy,1659485322,1659485326,b86f948,1,0,0,0,jest --notify --silent
jekyll-hook,1659485326,1659485328,2b00c71,0,0,0,0,jest --notify --silent
descartes,1659485328,1659485331,e3dce13,0,0,0,0,jest --notify --silent
Timeline,1659485331,1659485334,3e4b131,0,0,0,0,jest --notify --silent
flare,1659485334,1659485337,b39227b,0,1,0,1,jest --notify --silent
Gokotta,1659485337,1659485341,cc207a8,0,0,1,0,
selection-sharer,1659485341,1659485343,8f42dc9,0,0,0,0,
pogo-optimizer,1659485344,1659485356,1199d65,0,0,0,0,
DBGlass,1659485358,1659485365,4c552a0,0,0,1,0,cross-env NODE_ENV=test mocha --compilers js:babel-register --recursive --require ./test/setup.js test/**/*.spec.js
sewise-player,1659485365,1659485381,3d4bfe4,0,0,0,0,cross-env NODE_ENV=test mocha --compilers js:babel-register --recursive --require ./test/setup.js test/**/*.spec.js
connect-js,1659485382,1659485385,ab0ab8d,0,0,0,0,cross-env NODE_ENV=test mocha --compilers js:babel-register --recursive --require ./test/setup.js test/**/*.spec.js
node-hid,1659485385,1659485387,1bb251c,0,0,0,0,node src/test-ci.js
vanilla-masker,1659485387,1659485390,580f5f2,0,1,0,0,grunt test
sprite-cow,1659485390,1659485392,eab0a11,0,0,0,0,grunt test
jquery.sparkline,1659485392,1659485395,657f428,0,0,0,0,grunt test
doom-fire-algorithm,1659485395,1659485444,36b58ac,0,0,0,0,grunt test
configure-aws-credentials,1659485446,1659485459,58bb841,1,0,0,0,npm run lint && jest --coverage --verbose
blockbench,1659485460,1659485472,1386d9c,0,0,0,0,npm run lint && jest --coverage --verbose
susi_twitchbot,1659485473,1659485476,96d8328,0,0,0,0,npm run lint && jest --coverage --verbose
magic-mirror-demo,1659485477,1659485481,945df4a,0,0,0,0,echo \
machine-learning-surveys,1659485481,1659485483,1685cc2,0,0,0,0,echo \
blockchain-explorer,1659485483,1659485553,48ebe8e,0,0,1,0,nyc mocha
rifm,1659485555,1659485560,b51d843,1,0,0,0,eslint --ignore-path .gitignore ./ && flow check && yarn test:ts && yarn jest
stacksort,1659485560,1659485562,1da3f65,0,0,0,0,eslint --ignore-path .gitignore ./ && flow check && yarn test:ts && yarn jest
jquerypp,1659485562,1659485569,6bd2f14,0,0,0,0,grunt test --stack
iNoBounce,1659485570,1659485571,ec49324,0,0,0,0,grunt test --stack
workshop-generative-art,1659485571,1659485574,f3be34f,0,0,0,0,grunt test --stack
pageAccelerator,1659485575,1659485576,b0e8966,0,0,1,0,grunt test --stack
element-resize-detector,1659485576,1659485579,bae322e,0,1,0,1,grunt test
semantic-pull-requests,1659485579,1659485582,f4916f4,1,0,0,0,jest test/* && npm run lint
Photoshop-Export-Layers-to-Files-Fast,1659485582,1659485585,2c3e48f,0,0,0,0,jest test/* && npm run lint
lib-jitsi-meet,1659485585,1659485689,73bc6ba2,0,1,0,1,karma start karma.conf.js
kit,1659485691,1659485710,bd1e9d9,0,0,0,0,lerna run test
webmidi,1659485711,1659485742,bef14e09b,0,0,1,0,lerna run test
Mining-the-Social-Web,1659485742,1659485746,994a6d5,0,0,0,0,lerna run test
d3-tip,1659485746,1659485750,517b147,0,0,0,0,echo \
